geo_key,county_name,township_name,village_name,candidate_no,candidate_name,party_name,gender,age,incumbent,elected_note,votes,vote_percentage,valid_votes,invalid_votes,total_votes,electorate,turnout_ratio,prov_city,county_city,electoral_district,township,village
63000010002,臺北市,NA,NA,1,陳汝斌,三等國民公義人權自救黨,1,77,N,NA,4,0.12,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010002,臺北市,NA,NA,2,趙衍慶,無黨籍及未經政黨推薦,1,78,N,NA,49,1.51,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010002,臺北市,NA,NA,3,李宏信,無黨籍及未經政黨推薦,1,74,N,NA,7,0.22,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010002,臺北市,NA,NA,4,陳永昌,無黨籍及未經政黨推薦,1,62,N,NA,5,0.15,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010002,臺北市,NA,NA,5,馮光遠,無黨籍及未經政黨推薦,1,61,N,NA,21,0.65,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010002,臺北市,NA,NA,6,連勝文,中國國民黨,1,44,N,NA,1448,44.51,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010002,臺北市,NA,NA,7,柯文哲,無黨籍及未經政黨推薦,1,55,N,*,1719,52.84,3253,39,3292,4630,71.1,63,000,01,010,0002
63000010003,臺北市,NA,NA,1,陳汝斌,三等國民公義人權自救黨,1,77,N,NA,1,0.02,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010003,臺北市,NA,NA,2,趙衍慶,無黨籍及未經政黨推薦,1,78,N,NA,50,1.09,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010003,臺北市,NA,NA,3,李宏信,無黨籍及未經政黨推薦,1,74,N,NA,10,0.22,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010003,臺北市,NA,NA,4,陳永昌,無黨籍及未經政黨推薦,1,62,N,NA,2,0.04,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010003,臺北市,NA,NA,5,馮光遠,無黨籍及未經政黨推薦,1,61,N,NA,29,0.63,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010003,臺北市,NA,NA,6,連勝文,中國國民黨,1,44,N,NA,1903,41.47,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010003,臺北市,NA,NA,7,柯文哲,無黨籍及未經政黨推薦,1,55,N,*,2594,56.53,4589,58,4647,6607,70.33,63,000,01,010,0003
63000010004,臺北市,NA,NA,1,陳汝斌,三等國民公義人權自救黨,1,77,N,NA,2,0.05,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010004,臺北市,NA,NA,2,趙衍慶,無黨籍及未經政黨推薦,1,78,N,NA,37,0.94,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010004,臺北市,NA,NA,3,李宏信,無黨籍及未經政黨推薦,1,74,N,NA,6,0.15,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010004,臺北市,NA,NA,4,陳永昌,無黨籍及未經政黨推薦,1,62,N,NA,3,0.08,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010004,臺北市,NA,NA,5,馮光遠,無黨籍及未經政黨推薦,1,61,N,NA,15,0.38,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010004,臺北市,NA,NA,6,連勝文,中國國民黨,1,44,N,NA,1759,44.8,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010004,臺北市,NA,NA,7,柯文哲,無黨籍及未經政黨推薦,1,55,N,*,2104,53.59,3926,42,3968,5810,68.3,63,000,01,010,0004
63000010005,臺北市,NA,NA,1,陳汝斌,三等國民公義人權自救黨,1,77,N,NA,3,0.1,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010005,臺北市,NA,NA,2,趙衍慶,無黨籍及未經政黨推薦,1,78,N,NA,30,1,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010005,臺北市,NA,NA,3,李宏信,無黨籍及未經政黨推薦,1,74,N,NA,7,0.23,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010005,臺北市,NA,NA,4,陳永昌,無黨籍及未經政黨推薦,1,62,N,NA,2,0.07,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010005,臺北市,NA,NA,5,馮光遠,無黨籍及未經政黨推薦,1,61,N,NA,17,0.57,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010005,臺北市,NA,NA,6,連勝文,中國國民黨,1,44,N,NA,1193,39.77,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010005,臺北市,NA,NA,7,柯文哲,無黨籍及未經政黨推薦,1,55,N,*,1748,58.27,3000,30,3030,4032,75.15,63,000,01,010,0005
63000010006,臺北市,NA,NA,1,陳汝斌,三等國民公義人權自救黨,1,77,N,NA,2,0.07,3015,32,3047,4382,69.53,63,000,01,010,0006
63000010006,臺北市,NA,NA,2,趙衍慶,無黨籍及未經政黨推薦,1,78,N,NA,32,1.06,3015,32,3047,4382,69.53,63,000,01,010,0006
63000010006,臺北市,NA,NA,3,李宏信,無黨籍及未經政黨推薦,1,74,N,NA,4,0.13,3015,32,3047,4382,69.53,63,000,01,010,0006
63000010006,臺北市,NA,NA,4,陳永昌,無黨籍及未經政黨推薦,1,62,N,NA,4,0.13,3015,32,3047,4382,69.53,63,000,01,010,0006
