geo_key,county_name,township_name,village_name,candidate_no,candidate_name,running_mate,party_name,elected_note,votes,vote_percentage,valid_votes,invalid_votes,total_votes,electorate,turnout_ratio,prov_city,county_city,township,village
09007040001,連江縣,東引鄉,中柳村、樂華村,2,蔡英文,NA,民主進步黨,*,82,16.53,496,1,497,1038,47.88,09,007,040,A001
09007040001,連江縣,東引鄉,中柳村、樂華村,3,宋楚瑜,NA,親民黨,NA,120,24.19,496,1,497,1038,47.88,09,007,040,A001
09020010001,金門縣,金城鎮,東門里,1,朱立倫,NA,中國國民黨,NA,1084,66.18,1638,24,1662,4683,35.49,09,020,010,0001
09020010001,金門縣,金城鎮,東門里,2,蔡英文,NA,民主進步黨,*,301,18.38,1638,24,1662,4683,35.49,09,020,010,0001
09020010001,金門縣,金城鎮,東門里,3,宋楚瑜,NA,親民黨,NA,253,15.45,1638,24,1662,4683,35.49,09,020,010,0001
09020010002,金門縣,金城鎮,西門里,1,朱立倫,NA,中國國民黨,NA,2264,68.79,3291,52,3343,9259,36.11,09,020,010,0002
09020010002,金門縣,金城鎮,西門里,2,蔡英文,NA,民主進步黨,*,593,18.02,3291,52,3343,9259,36.11,09,020,010,0002
09020010002,金門縣,金城鎮,西門里,3,宋楚瑜,NA,親民黨,NA,434,13.19,3291,52,3343,9259,36.11,09,020,010,0002
09020010003,金門縣,金城鎮,南門里,1,朱立倫,NA,中國國民黨,NA,1187,66.87,1775,23,1798,5094,35.3,09,020,010,0003
09020010003,金門縣,金城鎮,南門里,2,蔡英文,NA,民主進步黨,*,284,16,1775,23,1798,5094,35.3,09,020,010,0003
09020010003,金門縣,金城鎮,南門里,3,宋楚瑜,NA,親民黨,NA,304,17.13,1775,23,1798,5094,35.3,09,020,010,0003
09020010004,金門縣,金城鎮,北門里,1,朱立倫,NA,中國國民黨,NA,892,65.83,1355,17,1372,4090,33.55,09,020,010,0004
09020010004,金門縣,金城鎮,北門里,2,蔡英文,NA,民主進步黨,*,237,17.49,1355,17,1372,4090,33.55,09,020,010,0004
09020010004,金門縣,金城鎮,北門里,3,宋楚瑜,NA,親民黨,NA,226,16.68,1355,17,1372,4090,33.55,09,020,010,0004
09020010005,金門縣,金城鎮,古城里,1,朱立倫,NA,中國國民黨,NA,728,69.6,1046,16,1062,3362,31.59,09,020,010,0005
09020010005,金門縣,金城鎮,古城里,2,蔡英文,NA,民主進步黨,*,148,14.15,1046,16,1062,3362,31.59,09,020,010,0005
09020010005,金門縣,金城鎮,古城里,3,宋楚瑜,NA,親民黨,NA,170,16.25,1046,16,1062,3362,31.59,09,020,010,0005
09020010006,金門縣,金城鎮,金水里,1,朱立倫,NA,中國國民黨,NA,398,65.57,607,20,627,1902,32.97,09,020,010,0006
09020010006,金門縣,金城鎮,金水里,2,蔡英文,NA,民主進步黨,*,99,16.31,607,20,627,1902,32.97,09,020,010,0006
09020010006,金門縣,金城鎮,金水里,3,宋楚瑜,NA,親民黨,NA,110,18.12,607,20,627,1902,32.97,09,020,010,0006
09020010007,金門縣,金城鎮,珠沙里,1,朱立倫,NA,中國國民黨,NA,524,68.05,770,16,786,2666,29.48,09,020,010,0007
09020010007,金門縣,金城鎮,珠沙里,2,蔡英文,NA,民主進步黨,*,143,18.57,770,16,786,2666,29.48,09,020,010,0007
09020010007,金門縣,金城鎮,珠沙里,3,宋楚瑜,NA,親民黨,NA,103,13.38,770,16,786,2666,29.48,09,020,010,0007
09020010008,金門縣,金城鎮,賢庵里,1,朱立倫,NA,中國國民黨,NA,822,61.94,1327,18,1345,4153,32.39,09,020,010,0008
09020010008,金門縣,金城鎮,賢庵里,2,蔡英文,NA,民主進步黨,*,298,22.46,1327,18,1345,4153,32.39,09,020,010,0008
09020010008,金門縣,金城鎮,賢庵里,3,宋楚瑜,NA,親民黨,NA,207,15.6,1327,18,1345,4153,32.39,09,020,010,0008
09020020001,金門縣,金沙鎮,汶沙里,1,朱立倫,NA,中國國民黨,NA,1118,69.18,1616,23,1639,4853,33.77,09,020,020,0001
09020020001,金門縣,金沙鎮,汶沙里,2,蔡英文,NA,民主進步黨,*,263,16.27,1616,23,1639,4853,33.77,09,020,020,0001
09020020001,金門縣,金沙鎮,汶沙里,3,宋楚瑜,NA,親民黨,NA,235,14.54,1616,23,1639,4853,33.77,09,020,020,0001
09020020002,金門縣,金沙鎮,三山里,1,朱立倫,NA,中國國民黨,NA,393,71.85,547,5,552,1769,31.2,09,020,020,0002
09020020002,金門縣,金沙鎮,三山里,2,蔡英文,NA,民主進步黨,*,85,15.54,547,5,552,1769,31.2,09,020,020,0002
09020020002,金門縣,金沙鎮,三山里,3,宋楚瑜,NA,親民黨,NA,69,12.61,547,5,552,1769,31.2,09,020,020,0002
09020020003,金門縣,金沙鎮,大洋里,1,朱立倫,NA,中國國民黨,NA,245,69.8,351,12,363,1066,34.05,09,020,020,0003
09020020003,金門縣,金沙鎮,大洋里,2,蔡英文,NA,民主進步黨,*,51,14.53,351,12,363,1066,34.05,09,020,020,0003
09020020003,金門縣,金沙鎮,大洋里,3,宋楚瑜,NA,親民黨,NA,55,15.67,351,12,363,1066,34.05,09,020,020,0003
09020020004,金門縣,金沙鎮,光前里,1,朱立倫,NA,中國國民黨,NA,491,68.77,714,19,733,2093,35.02,09,020,020,0004
09020020004,金門縣,金沙鎮,光前里,2,蔡英文,NA,民主進步黨,*,116,16.25,714,19,733,2093,35.02,09,020,020,0004
09020020004,金門縣,金沙鎮,光前里,3,宋楚瑜,NA,親民黨,NA,107,14.99,714,19,733,2093,35.02,09,020,020,0004
09020020005,金門縣,金沙鎮,何斗里,1,朱立倫,NA,中國國民黨,NA,399,67.63,590,8,598,1818,32.89,09,020,020,0005
09020020005,金門縣,金沙鎮,何斗里,2,蔡英文,NA,民主進步黨,*,89,15.08,590,8,598,1818,32.89,09,020,020,0005
09020020005,金門縣,金沙鎮,何斗里,3,宋楚瑜,NA,親民黨,NA,102,17.29,590,8,598,1818,32.89,09,020,020,0005
09020020006,金門縣,金沙鎮,西園里,1,朱立倫,NA,中國國民黨,NA,295,70.57,418,9,427,1435,29.76,09,020,020,0006
09020020006,金門縣,金沙鎮,西園里,2,蔡英文,NA,民主進步黨,*,50,11.96,418,9,427,1435,29.76,09,020,020,0006
09020020006,金門縣,金沙鎮,西園里,3,宋楚瑜,NA,親民黨,NA,73,17.46,418,9,427,1435,29.76,09,020,020,0006
09020020007,金門縣,金沙鎮,官嶼里,1,朱立倫,NA,中國國民黨,NA,474,79.4,597,10,607,2005,30.27,09,020,020,0007
09020020007,金門縣,金沙鎮,官嶼里,2,蔡英文,NA,民主進步黨,*,54,9.05,597,10,607,2005,30.27,09,020,020,0007
09020020007,金門縣,金沙鎮,官嶼里,3,宋楚瑜,NA,親民黨,NA,69,11.56,597,10,607,2005,30.27,09,020,020,0007
09020020008,金門縣,金沙鎮,浦山里,1,朱立倫,NA,中國國民黨,NA,445,67.42,660,14,674,2093,32.2,09,020,020,0008
09020020008,金門縣,金沙鎮,浦山里,2,蔡英文,NA,民主進步黨,*,99,15,660,14,674,2093,32.2,09,020,020,0008
09020020008,金門縣,金沙鎮,浦山里,3,宋楚瑜,NA,親民黨,NA,116,17.58,660,14,674,2093,32.2,09,020,020,0008
09020030001,金門縣,金湖鎮,新市里,1,朱立倫,NA,中國國民黨,NA,1081,66.08,1636,19,1655,4302,38.47,09,020,030,0001
09020030001,金門縣,金湖鎮,新市里,2,蔡英文,NA,民主進步黨,*,306,18.7,1636,19,1655,4302,38.47,09,020,030,0001
09020030001,金門縣,金湖鎮,新市里,3,宋楚瑜,NA,親民黨,NA,249,15.22,1636,19,1655,4302,38.47,09,020,030,0001
09020030002,金門縣,金湖鎮,山外里,1,朱立倫,NA,中國國民黨,NA,698,62.66,1114,11,1125,3131,35.93,09,020,030,0002
09020030002,金門縣,金湖鎮,山外里,2,蔡英文,NA,民主進步黨,*,214,19.21,1114,11,1125,3131,35.93,09,020,030,0002
09020030002,金門縣,金湖鎮,山外里,3,宋楚瑜,NA,親民黨,NA,202,18.13,1114,11,1125,3131,35.93,09,020,030,0002
09020030003,金門縣,金湖鎮,正義里,1,朱立倫,NA,中國國民黨,NA,515,67.23,766,17,783,2312,33.87,09,020,030,0003
09020030003,金門縣,金湖鎮,正義里,2,蔡英文,NA,民主進步黨,*,136,17.75,766,17,783,2312,33.87,09,020,030,0003
09020030003,金門縣,金湖鎮,正義里,3,宋楚瑜,NA,親民黨,NA,115,15.01,766,17,783,2312,33.87,09,020,030,0003
09020030004,金門縣,金湖鎮,料羅里,1,朱立倫,NA,中國國民黨,NA,385,66.96,575,3,578,1710,33.8,09,020,030,0004
09020030004,金門縣,金湖鎮,料羅里,2,蔡英文,NA,民主進步黨,*,83,14.43,575,3,578,1710,33.8,09,020,030,0004
09020030004,金門縣,金湖鎮,料羅里,3,宋楚瑜,NA,親民黨,NA,107,18.61,575,3,578,1710,33.8,09,020,030,0004
09020030005,金門縣,金湖鎮,瓊林里,1,朱立倫,NA,中國國民黨,NA,651,66.5,979,16,995,2877,34.58,09,020,030,0005
09020030005,金門縣,金湖鎮,瓊林里,2,蔡英文,NA,民主進步黨,*,189,19.31,979,16,995,2877,34.58,09,020,030,0005
09020030005,金門縣,金湖鎮,瓊林里,3,宋楚瑜,NA,親民黨,NA,139,14.2,979,16,995,2877,34.58,09,020,030,0005
09020030006,金門縣,金湖鎮,新湖里,1,朱立倫,NA,中國國民黨,NA,1342,60.04,2235,20,2255,6595,34.19,09,020,030,0006
09020030006,金門縣,金湖鎮,新湖里,2,蔡英文,NA,民主進步黨,*,477,21.34,2235,20,2255,6595,34.19,09,020,030,0006
09020030006,金門縣,金湖鎮,新湖里,3,宋楚瑜,NA,親民黨,NA,416,18.61,2235,20,2255,6595,34.19,09,020,030,0006
09020030007,金門縣,金湖鎮,溪湖里,1,朱立倫,NA,中國國民黨,NA,301,70.66,426,12,438,1387,31.58,09,020,030,0007
09020030007,金門縣,金湖鎮,溪湖里,2,蔡英文,NA,民主進步黨,*,54,12.68,426,12,438,1387,31.58,09,020,030,0007
09020030007,金門縣,金湖鎮,溪湖里,3,宋楚瑜,NA,親民黨,NA,71,16.67,426,12,438,1387,31.58,09,020,030,0007
09020030008,金門縣,金湖鎮,蓮庵里,1,朱立倫,NA,中國國民黨,NA,341,74.78,456,8,464,1512,30.69,09,020,030,0008
09020030008,金門縣,金湖鎮,蓮庵里,2,蔡英文,NA,民主進步黨,*,57,12.5,456,8,464,1512,30.69,09,020,030,0008
09020030008,金門縣,金湖鎮,蓮庵里,3,宋楚瑜,NA,親民黨,NA,58,12.72,456,8,464,1512,30.69,09,020,030,0008
09020040001,金門縣,金寧鄉,古寧村,1,朱立倫,NA,中國國民黨,NA,625,73.27,853,12,865,3026,28.59,09,020,040,0001
09020040001,金門縣,金寧鄉,古寧村,2,蔡英文,NA,民主進步黨,*,116,13.6,853,12,865,3026,28.59,09,020,040,0001
09020040001,金門縣,金寧鄉,古寧村,3,宋楚瑜,NA,親民黨,NA,112,13.13,853,12,865,3026,28.59,09,020,040,0001
09020040002,金門縣,金寧鄉,安美村,1,朱立倫,NA,中國國民黨,NA,876,66.26,1322,33,1355,4015,33.75,09,020,040,0002
09020040002,金門縣,金寧鄉,安美村,2,蔡英文,NA,民主進步黨,*,232,17.55,1322,33,1355,4015,33.75,09,020,040,0002
09020040002,金門縣,金寧鄉,安美村,3,宋楚瑜,NA,親民黨,NA,214,16.19,1322,33,1355,4015,33.75,09,020,040,0002
09020040003,金門縣,金寧鄉,后盤村,1,朱立倫,NA,中國國民黨,NA,282,71.39,395,9,404,1367,29.55,09,020,040,0003
09020040003,金門縣,金寧鄉,后盤村,2,蔡英文,NA,民主進步黨,*,48,12.15,395,9,404,1367,29.55,09,020,040,0003
09020040003,金門縣,金寧鄉,后盤村,3,宋楚瑜,NA,親民黨,NA,65,16.46,395,9,404,1367,29.55,09,020,040,0003
09020040004,金門縣,金寧鄉,湖埔村,1,朱立倫,NA,中國國民黨,NA,1113,64.78,1718,25,1743,5043,34.56,09,020,040,0004
09020040004,金門縣,金寧鄉,湖埔村,2,蔡英文,NA,民主進步黨,*,292,17,1718,25,1743,5043,34.56,09,020,040,0004
09020040004,金門縣,金寧鄉,湖埔村,3,宋楚瑜,NA,親民黨,NA,313,18.22,1718,25,1743,5043,34.56,09,020,040,0004
09020040005,金門縣,金寧鄉,榜林村,1,朱立倫,NA,中國國民黨,NA,900,64.79,1389,27,1416,4559,31.06,09,020,040,0005
09020040005,金門縣,金寧鄉,榜林村,2,蔡英文,NA,民主進步黨,*,263,18.93,1389,27,1416,4559,31.06,09,020,040,0005
09020040005,金門縣,金寧鄉,榜林村,3,宋楚瑜,NA,親民黨,NA,226,16.27,1389,27,1416,4559,31.06,09,020,040,0005
09020040006,金門縣,金寧鄉,盤山村,1,朱立倫,NA,中國國民黨,NA,1114,45.54,2446,44,2490,5946,41.88,09,020,040,0006
09020040006,金門縣,金寧鄉,盤山村,2,蔡英文,NA,民主進步黨,*,862,35.24,2446,44,2490,5946,41.88,09,020,040,0006
09020040006,金門縣,金寧鄉,盤山村,3,宋楚瑜,NA,親民黨,NA,470,19.22,2446,44,2490,5946,41.88,09,020,040,0006
09020050001,金門縣,烈嶼鄉,上岐村,1,朱立倫,NA,中國國民黨,NA,596,74.69,798,16,814,2596,31.36,09,020,050,0001
09020050001,金門縣,烈嶼鄉,上岐村,2,蔡英文,NA,民主進步黨,*,98,12.28,798,16,814,2596,31.36,09,020,050,0001
09020050001,金門縣,烈嶼鄉,上岐村,3,宋楚瑜,NA,親民黨,NA,104,13.03,798,16,814,2596,31.36,09,020,050,0001
09020050002,金門縣,烈嶼鄉,上林村,1,朱立倫,NA,中國國民黨,NA,274,76.75,357,3,360,1297,27.76,09,020,050,0002
09020050002,金門縣,烈嶼鄉,上林村,2,蔡英文,NA,民主進步黨,*,24,6.72,357,3,360,1297,27.76,09,020,050,0002
09020050002,金門縣,烈嶼鄉,上林村,3,宋楚瑜,NA,親民黨,NA,59,16.53,357,3,360,1297,27.76,09,020,050,0002
09020050003,金門縣,烈嶼鄉,西口村,1,朱立倫,NA,中國國民黨,NA,412,72.79,566,12,578,2240,25.8,09,020,050,0003
09020050003,金門縣,烈嶼鄉,西口村,2,蔡英文,NA,民主進步黨,*,83,14.66,566,12,578,2240,25.8,09,020,050,0003
09020050003,金門縣,烈嶼鄉,西口村,3,宋楚瑜,NA,親民黨,NA,71,12.54,566,12,578,2240,25.8,09,020,050,0003
09020050004,金門縣,烈嶼鄉,林湖村,1,朱立倫,NA,中國國民黨,NA,685,70.04,978,19,997,3184,31.31,09,020,050,0004
09020050004,金門縣,烈嶼鄉,林湖村,2,蔡英文,NA,民主進步黨,*,116,11.86,978,19,997,3184,31.31,09,020,050,0004
09020050004,金門縣,烈嶼鄉,林湖村,3,宋楚瑜,NA,親民黨,NA,177,18.1,978,19,997,3184,31.31,09,020,050,0004
09020050005,金門縣,烈嶼鄉,黃埔村,1,朱立倫,NA,中國國民黨,NA,313,75.79,413,6,419,1439,29.12,09,020,050,0005
09020050005,金門縣,烈嶼鄉,黃埔村,2,蔡英文,NA,民主進步黨,*,54,13.08,413,6,419,1439,29.12,09,020,050,0005
09020050005,金門縣,烈嶼鄉,黃埔村,3,宋楚瑜,NA,親民黨,NA,46,11.14,413,6,419,1439,29.12,09,020,050,0005
09020060001,金門縣,烏坵鄉,大坵村,1,朱立倫,NA,中國國民黨,NA,38,77.55,49,1,50,242,20.66,09,020,060,0001
09020060001,金門縣,烏坵鄉,大坵村,2,蔡英文,NA,民主進步黨,*,8,16.33,49,1,50,242,20.66,09,020,060,0001
09020060001,金門縣,烏坵鄉,大坵村,3,宋楚瑜,NA,親民黨,NA,3,6.12,49,1,50,242,20.66,09,020,060,0001
09020060002,金門縣,烏坵鄉,小坵村,1,朱立倫,NA,中國國民黨,NA,26,81.25,32,0,32,265,12.08,09,020,060,0002
09020060002,金門縣,烏坵鄉,小坵村,2,蔡英文,NA,民主進步黨,*,4,12.5,32,0,32,265,12.08,09,020,060,0002
09020060002,金門縣,烏坵鄉,小坵村,3,宋楚瑜,NA,親民黨,NA,2,6.25,32,0,32,265,12.08,09,020,060,0002
10002010001,宜蘭縣,宜蘭市,神農里,1,朱立倫,NA,中國國民黨,NA,546,33.96,1608,27,1635,2584,63.27,10,002,010,0001
10002010001,宜蘭縣,宜蘭市,神農里,2,蔡英文,NA,民主進步黨,*,839,52.18,1608,27,1635,2584,63.27,10,002,010,0001
10002010001,宜蘭縣,宜蘭市,神農里,3,宋楚瑜,NA,親民黨,NA,223,13.87,1608,27,1635,2584,63.27,10,002,010,0001
10002010002,宜蘭縣,宜蘭市,民權里,1,朱立倫,NA,中國國民黨,NA,347,37.39,928,15,943,1723,54.73,10,002,010,0002
10002010002,宜蘭縣,宜蘭市,民權里,2,蔡英文,NA,民主進步黨,*,454,48.92,928,15,943,1723,54.73,10,002,010,0002
10002010002,宜蘭縣,宜蘭市,民權里,3,宋楚瑜,NA,親民黨,NA,127,13.69,928,15,943,1723,54.73,10,002,010,0002
10002010008,宜蘭縣,宜蘭市,進士里,1,朱立倫,NA,中國國民黨,NA,393,29.62,1327,13,1340,1976,67.81,10,002,010,0008
10002010008,宜蘭縣,宜蘭市,進士里,2,蔡英文,NA,民主進步黨,*,743,55.99,1327,13,1340,1976,67.81,10,002,010,0008
10002010008,宜蘭縣,宜蘭市,進士里,3,宋楚瑜,NA,親民黨,NA,191,14.39,1327,13,1340,1976,67.81,10,002,010,0008
10002010009,宜蘭縣,宜蘭市,南橋里,1,朱立倫,NA,中國國民黨,NA,194,26.01,746,6,752,1114,67.5,10,002,010,0009
10002010009,宜蘭縣,宜蘭市,南橋里,2,蔡英文,NA,民主進步黨,*,460,61.66,746,6,752,1114,67.5,10,002,010,0009
10002010009,宜蘭縣,宜蘭市,南橋里,3,宋楚瑜,NA,親民黨,NA,92,12.33,746,6,752,1114,67.5,10,002,010,0009
10002010010,宜蘭縣,宜蘭市,建業里,1,朱立倫,NA,中國國民黨,NA,282,28.46,991,9,1000,1502,66.58,10,002,010,0010
10002010010,宜蘭縣,宜蘭市,建業里,2,蔡英文,NA,民主進步黨,*,627,63.27,991,9,1000,1502,66.58,10,002,010,0010
10002010010,宜蘭縣,宜蘭市,建業里,3,宋楚瑜,NA,親民黨,NA,82,8.27,991,9,1000,1502,66.58,10,002,010,0010
10002010011,宜蘭縣,宜蘭市,南津里,1,朱立倫,NA,中國國民黨,NA,551,46.15,1194,15,1209,1880,64.31,10,002,010,0011
10002010011,宜蘭縣,宜蘭市,南津里,2,蔡英文,NA,民主進步黨,*,516,43.22,1194,15,1209,1880,64.31,10,002,010,0011
10002010011,宜蘭縣,宜蘭市,南津里,3,宋楚瑜,NA,親民黨,NA,127,10.64,1194,15,1209,1880,64.31,10,002,010,0011
10002010012,宜蘭縣,宜蘭市,凱旋里,1,朱立倫,NA,中國國民黨,NA,166,22.46,739,13,752,1188,63.3,10,002,010,0012
10002010012,宜蘭縣,宜蘭市,凱旋里,2,蔡英文,NA,民主進步黨,*,476,64.41,739,13,752,1188,63.3,10,002,010,0012
10002010012,宜蘭縣,宜蘭市,凱旋里,3,宋楚瑜,NA,親民黨,NA,97,13.13,739,13,752,1188,63.3,10,002,010,0012
10002010013,宜蘭縣,宜蘭市,黎明里,1,朱立倫,NA,中國國民黨,NA,269,24.57,1095,20,1115,1714,65.05,10,002,010,0013
10002010013,宜蘭縣,宜蘭市,黎明里,2,蔡英文,NA,民主進步黨,*,707,64.57,1095,20,1115,1714,65.05,10,002,010,0013
10002010013,宜蘭縣,宜蘭市,黎明里,3,宋楚瑜,NA,親民黨,NA,119,10.87,1095,20,1115,1714,65.05,10,002,010,0013
10002010014,宜蘭縣,宜蘭市,東村里,1,朱立倫,NA,中國國民黨,NA,362,28.06,1290,21,1311,2025,64.74,10,002,010,0014
10002010014,宜蘭縣,宜蘭市,東村里,2,蔡英文,NA,民主進步黨,*,765,59.3,1290,21,1311,2025,64.74,10,002,010,0014
10002010014,宜蘭縣,宜蘭市,東村里,3,宋楚瑜,NA,親民黨,NA,163,12.64,1290,21,1311,2025,64.74,10,002,010,0014
10002010015,宜蘭縣,宜蘭市,延平里,1,朱立倫,NA,中國國民黨,NA,540,29.93,1804,23,1827,2827,64.63,10,002,010,0015
10002010015,宜蘭縣,宜蘭市,延平里,2,蔡英文,NA,民主進步黨,*,990,54.88,1804,23,1827,2827,64.63,10,002,010,0015
10002010015,宜蘭縣,宜蘭市,延平里,3,宋楚瑜,NA,親民黨,NA,274,15.19,1804,23,1827,2827,64.63,10,002,010,0015
10002010016,宜蘭縣,宜蘭市,七張里,1,朱立倫,NA,中國國民黨,NA,164,19.16,856,9,865,1340,64.55,10,002,010,0016
10002010016,宜蘭縣,宜蘭市,七張里,2,蔡英文,NA,民主進步黨,*,584,68.22,856,9,865,1340,64.55,10,002,010,0016
10002010016,宜蘭縣,宜蘭市,七張里,3,宋楚瑜,NA,親民黨,NA,108,12.62,856,9,865,1340,64.55,10,002,010,0016
10002010017,宜蘭縣,宜蘭市,慈安里,1,朱立倫,NA,中國國民黨,NA,286,30.59,935,8,943,1641,57.46,10,002,010,0017
10002010017,宜蘭縣,宜蘭市,慈安里,2,蔡英文,NA,民主進步黨,*,518,55.4,935,8,943,1641,57.46,10,002,010,0017
10002010017,宜蘭縣,宜蘭市,慈安里,3,宋楚瑜,NA,親民黨,NA,131,14.01,935,8,943,1641,57.46,10,002,010,0017
10002010018,宜蘭縣,宜蘭市,新民里,1,朱立倫,NA,中國國民黨,NA,266,25.12,1059,5,1064,1556,68.38,10,002,010,0018
10002010018,宜蘭縣,宜蘭市,新民里,2,蔡英文,NA,民主進步黨,*,678,64.02,1059,5,1064,1556,68.38,10,002,010,0018
10002010018,宜蘭縣,宜蘭市,新民里,3,宋楚瑜,NA,親民黨,NA,115,10.86,1059,5,1064,1556,68.38,10,002,010,0018
10002010019,宜蘭縣,宜蘭市,東門里,1,朱立倫,NA,中國國民黨,NA,155,24.11,643,7,650,965,67.36,10,002,010,0019
10002010019,宜蘭縣,宜蘭市,東門里,2,蔡英文,NA,民主進步黨,*,416,64.7,643,7,650,965,67.36,10,002,010,0019
10002010019,宜蘭縣,宜蘭市,東門里,3,宋楚瑜,NA,親民黨,NA,72,11.2,643,7,650,965,67.36,10,002,010,0019
10002010021,宜蘭縣,宜蘭市,小東里,1,朱立倫,NA,中國國民黨,NA,261,26.82,973,9,982,1501,65.42,10,002,010,0021
10002010021,宜蘭縣,宜蘭市,小東里,2,蔡英文,NA,民主進步黨,*,579,59.51,973,9,982,1501,65.42,10,002,010,0021
10002010021,宜蘭縣,宜蘭市,小東里,3,宋楚瑜,NA,親民黨,NA,133,13.67,973,9,982,1501,65.42,10,002,010,0021
10002010022,宜蘭縣,宜蘭市,菜園里,1,朱立倫,NA,中國國民黨,NA,232,27.82,834,10,844,1279,65.99,10,002,010,0022
10002010022,宜蘭縣,宜蘭市,菜園里,2,蔡英文,NA,民主進步黨,*,494,59.23,834,10,844,1279,65.99,10,002,010,0022
10002010022,宜蘭縣,宜蘭市,菜園里,3,宋楚瑜,NA,親民黨,NA,108,12.95,834,10,844,1279,65.99,10,002,010,0022
10002010023,宜蘭縣,宜蘭市,孝廉里,1,朱立倫,NA,中國國民黨,NA,174,23.9,728,11,739,1172,63.05,10,002,010,0023
10002010023,宜蘭縣,宜蘭市,孝廉里,2,蔡英文,NA,民主進步黨,*,443,60.85,728,11,739,1172,63.05,10,002,010,0023
10002010023,宜蘭縣,宜蘭市,孝廉里,3,宋楚瑜,NA,親民黨,NA,111,15.25,728,11,739,1172,63.05,10,002,010,0023
10002010024,宜蘭縣,宜蘭市,新生里,1,朱立倫,NA,中國國民黨,NA,326,20.91,1559,22,1581,2455,64.4,10,002,010,0024
10002010024,宜蘭縣,宜蘭市,新生里,2,蔡英文,NA,民主進步黨,*,1040,66.71,1559,22,1581,2455,64.4,10,002,010,0024
